Donor,donorcountryid
Actions pour le Developpement Integre en Mileu Rural,Total DAC
Active Development Aid,Total DAC
Active Learning Network for Accountability and Performance,Total DAC
Ad Council,Total DAC
ADA,Total DAC
Admira,Total DAC
ADRA Cambodia,Total DAC
ADRA Canada,Total DAC
ADRA Denmark,Total DAC
ADRA Germany,Total DAC
ADRA Nepal,Total DAC
ADRA PASMIC,Total DAC
ADRA Sweden,Total DAC
ADRA UK,Total DAC
ADRA Yemen,Total DAC
ADRA Zimbabwe,Total DAC
ADRA/SCDO,Total DAC
ADRA-Haiti,Total DAC
Advancement for Small Enterprise Programme,Total DAC
Adventist Development and Relief Agency ,Total DAC
Adventist Development and Relief Agency - Nepal,Total DAC
Adventist Development and Relief Agency (New Zealand),Total DAC
Advocates Coalition for Rights and Development,Total DAC
Aertze der Welt e.V.,Total DAC
Aerzte für die Dritte Welt,Total DAC
Afghan Development Association,Total DAC
Afghan Global Development Organization,Total DAC
Afghan Health & Development Services,Total DAC
Afghan Health and Social Assistance Organisation,Total DAC
Afghan Mobile Reconstruction Association,Total DAC
Afghan NGO Security Office,Total DAC
Afghan Women Association for Rehabilitation & Development,Total DAC
Afghanaid,Total DAC
Afghanischer Arzteverein in Deutschland e.V.,Total DAC
Afghanistan Center for Training and Development,Total DAC
Afghanistan Demain,Total DAC
Afghanistan Development & Educational Organization,Total DAC
Afghanistan Landmine Survivors' Organisation,Total DAC
Afghanistan Solidarity Organization,Total DAC
Afghanistan-Hilfe e.V.,Total DAC
Afghanistankomiteen i Norge,Total DAC
Africa 2000 Network,Total DAC
Africa Development Corps,Total DAC
Africa Directo,Total DAC
Africa Humanitarian Action,Total DAC
African Child Outreach Trust,Total DAC
African Commission Human and People's Rights,Total DAC
African Development and Emergency Organisation,Total DAC
African Development Solutions,Total DAC
African Educational Trust,Total DAC
African Medical and Research Foundation,Total DAC
African Network for the Prevention and Protection Against Child Abuse and Neglect in Somalia,Total DAC
African Rescue Committee,Total DAC
African Revival Ministries,Total DAC
Africare,Total DAC
Africare ,Total DAC
Africare/Catholic Relief Services,Total DAC
Afrique Verte Mali,Total DAC
Afrique Verte Niger,Total DAC
Aga Khan Foundation Tajikistan,Total DAC
AGEF,Total DAC
Agence d'Assistance aux Rapatries et Refugies au Congo,Total DAC
Agency for Assistance and Development of Afghanistan,Total DAC
Agency for Cooperation and Research in Development,Total DAC
Agency for Co-operation and Research in Development,Total DAC
Agency for Peace and Development,Total DAC
Agency for Rehabilitation and Development,Total DAC
Agency for rehabilitation and Energy-Conservation in Afghanistan,Total DAC
Agenzia Italiana Risposta Emergenze,Total DAC
Agricultural Cooperative Development InterNational,Total DAC
Agricultural Cooperative Development International and Volunteers in Overseas Cooperative Assistance,Total DAC
Agricultural Cooperative Development InterNational/Volunteers in Overseas Cooperative Assistance,Total DAC
Agricultural Development Association,Total DAC
Agricultural Development Association (PARC),Total DAC
Agricultural Development Organisation,Total DAC
Agronomes et Vétérinaires Sans Frontières,Total DAC
AGROSPHERE,Total DAC
AH Dames Suisse,Total DAC
Aid for Refugees and Orphans,Total DAC
Aide à l'Enfance de Canada,Total DAC
Aide à l''Enfance de l''Inde,Total DAC
Aide et Action,Total DAC
Aide Médicale  InterNationale ,Total DAC
AÏNA (Afghanistan),Total DAC
AISHA Association for Woman and Child Protection,Total DAC
Akkar Network for Development,Total DAC
Aktion Afrika Hilfe,Total DAC
Al Ihsan NGO,Total DAC
Al Mamoura Humanitarian Establishment,Total DAC
Al Manar Voluntary Organization,Total DAC
Al Zubair Charity Organisation,Total DAC
Al-Ahleya Association for the development of palm and dates,Total DAC
Al-Amal Charity Organization for the Disabled,Total DAC
Alaska Sudan Medical Project,Total DAC
ALDHU - Latin American Association for Human Rights ,Total DAC
Alfajr Palestinian Youth Association,Total DAC
Alive and kicking,Total DAC
Al-Khanjar Foundation,Total DAC
All Hands Volunteers (previously Hands On Disaster Response),Total DAC
Allianz Mission,Total DAC
Almanar Voluntary Organization,Total DAC
Almassar Charity Organization for Nomads,Total DAC
ALNAP - Active Learning Network for Accountability and Performance,Total DAC
Alnour Wal Amal Association,Total DAC
Alola Foundation,Total DAC
Alpha Ujuvi,Total DAC
Alpistan,Total DAC
Alsalam Organization for Rehabilitation and Development,Total DAC
Alternative/SCF-UK,Total DAC
Aman Organization,Total DAC
AMDA InterNational,Total DAC
AMEL,Total DAC
American Center for InterNational Labor,Total DAC
American Charities for Palestine,Total DAC
American Council for Voluntary InterNational Action,Total DAC
American Friends Service Committee,Total DAC
American Near East Refugee Aid,Total DAC
American Rescue Committee,Total DAC
AMICA e.V,Total DAC
Amica hilft in Bosnien e.V.,Total DAC
Amis des Personnes en Détresse,Total DAC
Amnesty InterNational Norge,Total DAC
AMURT (Ananda Marga Universal Relief Team) (Switzerland),Total DAC
AMURT/Ananda Marga Universal Relief Team (USA),Total DAC
"Anhar for Peace, Development and Humanitarian Work Organization",Total DAC
ANSO / IRC,Total DAC
Antenna Technologies Grands Lacs (ATGL),Total DAC
APHEDA,Total DAC
APOPO,Total DAC
APOPO vzw (Anti-Persoonsmijnen Ontmijnende Product Onttwikkeling),Total DAC
Apostolic Christian World Relief,Total DAC
Appui aux Femmes Démunies et Enfants Marginalisés,Total DAC
AQUADEV,Total DAC
Arab Agronomist Association,Total DAC
Arab Fund for Human Rights,Total DAC
Arab Network for Tolerance,Total DAC
Arab Reporters for Investigative Journalism,Total DAC
Arab Women Association,Total DAC
Aragti Relief and Development Organization,Total DAC
ARC EN CIEL,Total DAC
Arche Nova E.V. - Initiative for People in Need,Total DAC
Armée du salut,Total DAC
Armée du Salut Kalemie,Total DAC
Armenian Relief Society,Total DAC
ARTICLE 19,Total DAC
Article 36,Total DAC
"Arts for Peace	",Total DAC
Asamblea De Cooperacion Por La Paz,Total DAC
ASASE,Total DAC
ASCHIANA,Total DAC
ASIA Onlus,Total DAC
Asian Disaster Preparedness Centre,Total DAC
Asociacion Ben por la Infancia,Total DAC
Asociacion de Trabajadores y Tecnicos Sin Fronteras,Total DAC
Asociación de Trabajadores y Tecnicos Sin Fronteras,Total DAC
Asociación de Trabajadores y Técnicos Sin Fronteras,Total DAC
Asociación ONGD Cives Mundi,Total DAC
asociacion para la cooperacion con el sur,Total DAC
Asociación Salvadoreña de Ayuda Humanitaria,Total DAC
ASSABIL,Total DAC
Assessment Capacities Project,Total DAC
Assistance Mission Africa,Total DAC
Assisting Marsh Arabs and Refugees,Total DAC
Associate in Community Development,Total DAC
Association Agropastorale de NDA,Total DAC
Association Centrafricaine pour le Développement Economique et Social,Total DAC
Association des Cadres Musulmans de Centrafrique,Total DAC
Association des Femmes pour la Promotion de l'Entreprenariat,Total DAC
Association Develop Horn,Total DAC
Association for Aid and Relief,Total DAC
Association for Aid and Relief Japan,Total DAC
"Association for Cooperation, Interchange and Culture",Total DAC
Association for Empowerment of Persons with Disabilities,Total DAC
Association for Environment Management and Development,Total DAC
"Association for Forests, Development and Conservation",Total DAC
Association for Gender Awareness and Human Empowerment,Total DAC
Association for Humanitarian Development,Total DAC
Association for Integrated Rural Development,Total DAC
Association for Promoting Social Action,Total DAC
Association for the Prevention of Torture,Total DAC
Association française pour la prévention des catastrophes naturelles,Total DAC
Association Francois-Xavier Bagnoud,Total DAC
Association HIMAYA,Total DAC
Association Humanitaire AKAMASOA,Total DAC
Association Idée-elles,Total DAC
Association InterNationale des Soldats de la Paix,Total DAC
Association Locale pour le Développement Intégral,Total DAC
Association LRC,Total DAC
Association Luxembourg Pérou,Total DAC
ASSOCIATION MEDICALE FRANCO-ASIATIQUE,Total DAC
Association Medina,Total DAC
Association Morija,Total DAC
Association of Christian Resource Organizations Serving Sudan,Total DAC
Association of Development Awareness and Motivation,Total DAC
Association of International Development Agencies,Total DAC
Association Persis Valais,Total DAC
Association pour la Coopération Technique et au Développement,Total DAC
Association pour la protection de l'enfant de la guerre,Total DAC
Association pour la Santé Familiale (ASF),Total DAC
"Association pour la Solidarité, le Développement et l'Intégration Sociale",Total DAC
Association pour le développement social et la sauvegarde de l’environnement,Total DAC
Association pour le Progres et la Defense des Droits des Femmes,Total DAC
Association rwandaise des conseillers en traumatisme ,Total DAC
Associazione Amici dell’Oasis Togo,Total DAC
Associazione Internazionale Volontari Laici,Total DAC
Associazione Italiana Amici di Raoul Follereau,Total DAC
Associazione Italiana per la Solidarietà tra I Popoli,Total DAC
Associazione Italiana per La Solidarieta Tra I Popoli (AISPO-ITA),Total DAC
Associazione par la Solidarieta Internazionale in Asia,Total DAC
Associazione per la cooperazione internazionale e l'aiuto umanitario,Total DAC
Associazione per la Participazione allo Svillupo,Total DAC
ASUR - Appui aux populations déplacées,Total DAC
Asylum Access,Total DAC
Atlas Alliance,Total DAC
Atlas Logistique,Total DAC
Atlasalliansen,Total DAC
AUSTCARE - Australian Care for Refugees,Total DAC
Australian Volunteers InterNational,Total DAC
Australians Care for Refugees,Total DAC
Avenir pour les orphelins au Burundi,Total DAC
Aviation Sans Frontieres,Total DAC
Aviation Sans Frontieres Belgium,Total DAC
Aviation Sans Frontieres France,Total DAC
Avocats Sans Frontieres,Total DAC
AVSF - Agronomes y Veterinaries sans Frontières,Total DAC
Aweil Relief Agency for Reintegration and Development,Total DAC
AWWD,Total DAC
Azat Foundation,Total DAC
Azza Women Association,Total DAC
Ba Futuru / For The Future,Total DAC
Badil Resource Center for Palestinian Residency and Refugee Rights,Total DAC
Badin Development Organization,Total DAC
Bakpiny Community Development Agency,Total DAC
Balkanactive van de gemeenten,Total DAC
Balochistan Environmental and Educational Journey,Total DAC
Balochistan Rural Development Society,Total DAC
Bangladesh Rural Advancement Committee,Total DAC
Baptist Aotearoa NZ Aid,Total DAC
Barneombudet,Total DAC
Basmeh and Zeitooneh - Lebanese Association,Total DAC
BBC Media Action,Total DAC
BBC World Service Trust,Total DAC
Benposta Nación de Muchachos,Total DAC
Bent-e-Hawa Peace and Development Organization,Total DAC
Berkat,Total DAC
BHN Association -Telecom for Basic Human Needs,Total DAC
Bienvenu Refugee Shelter,Total DAC
Blés du désert,Total DAC
BRASCRI ,Total DAC
Bread for the World,Total DAC
Brigadas Internacionales de Paz,Total DAC
Bright Future Organization,Total DAC
Brookings Institute,Total DAC
Buddhistforbundet,Total DAC
Build Change,Total DAC
Bulay Development Organization,Total DAC
Bureau Diocésain de Développement de Kindu (BDD/KINDU),Total DAC
Burundikids e.V.,Total DAC
Business & Human Rights Resource Centre,Total DAC
Cairo Institute for Human Rights Studies,Total DAC
Cambodian Mine Action Centre,Total DAC
Campagne Suisse Contre les Mines Antipersonnel,Total DAC
Canada InterNational Demining Corps,Total DAC
CANADEM,Total DAC
Canadian Catholic Organization for Development and Peace,Total DAC
Canadian Food for the Hungry InterNational,Total DAC
Canadian Journalist/Free Expr,Total DAC
Canadian Journalists Free Expression,Total DAC
Canadian Journalists Free Expression ,Total DAC
Canadian Physicians for Aid and Relief,Total DAC
Candle Light,Total DAC
CARAES,Total DAC
CARE and SC/US,Total DAC
CARE Austria,Total DAC
CARE Canada,Total DAC
Care Czech Republic,Total DAC
Care for Children and Old Age in South Sudan,Total DAC
CARE France,Total DAC
Care Germany,Total DAC
CARE Kenya,Total DAC
CARE Luxembourg,Total DAC
CARE Myanmar,Total DAC
CARE Netherlands,Total DAC
CARE Norway,Total DAC
Care Peru,Total DAC
CARE Somalia,Total DAC
Care Sudan,Total DAC
CARE USA,Total DAC
CareFusion Corporation,Total DAC
CARE-UK,Total DAC
CARITAS Allemagne (DCV),Total DAC
Caritas Australia,Total DAC
CARITAS BUKAVU,Total DAC
CARITAS BUNIA,Total DAC
CARITAS BUTEMBO,Total DAC
Caritas Chad,Total DAC
Caritas Congo,Total DAC
Caritas Czech Republic,Total DAC
Caritas Denmark,Total DAC
CARITAS DEV GOMA,Total DAC
Caritas Dev Kalemie,Total DAC
Caritas Développement,Total DAC
Caritas Développement DRC,Total DAC
CARITAS DUNGU,Total DAC
Caritas France,Total DAC
Caritas Germany,Total DAC
Caritas Haiti,Total DAC
Caritas Jerusalem,Total DAC
Caritas Kananga,Total DAC
Caritas Katanga,Total DAC
CARITAS KINDU,Total DAC
Caritas Lebanon Migrants Center,Total DAC
Caritas Manila,Total DAC
CARITAS Mbandaka,Total DAC
CARITAS MBUJIMAYI,Total DAC
Caritas Norway,Total DAC
Caritas Sweden,Total DAC
CARITAS TCHUMBE,Total DAC
CARITAS UVIRA,Total DAC
Catholic Commisssion for Justice and Peace,Total DAC
Catholic Development Commission,Total DAC
Catholic Medical Missons Board,Total DAC
Catholic Migration Commission,Total DAC
Catholic Peace Movement,Total DAC
Caucasus Environmental NGO Network,Total DAC
Caucasus Environmental NGO Network ,Total DAC
CAUSE Canada,Total DAC
Cavish Development Foundation,Total DAC
CCD,Total DAC
CDA Collaborative Learning Projects. Inc.,Total DAC
CEMUBAC (Belgian medical NGO),Total DAC
Center for Human Rights and Democratic Participation,Total DAC
Center for International Studies and Cooperation,Total DAC
CENTER FOR JUSTICE AND INT. LAW,Total DAC
Center for Peace and Democracy,Total DAC
Center for the Defence of the Individual,Total DAC
Center for Victims of Torture,Total DAC
Center of Excellence for Rural Development,Total DAC
Centers for Disease Control Foundation,Total DAC
Centre De Crise,Total DAC
Centre de Recherche Santé,Total DAC
Centre de Réflexion Europe Afrique ,Total DAC
Centre de Support en Santé Internationale,Total DAC
Centre for Common Ground in Angola (CCG),Total DAC
CENTRE FOR DEFENDING FREEDOM OF JOURNALISTS - CDFJ,Total DAC
Centre Libanais des Droits Humains,Total DAC
Centre palestinien des droits de l'homme,Total DAC
Centro de Estudios Rurales y de Agricultura Internacional,Total DAC
Centro de Estudios y Prevencion de Desastres,Total DAC
Centro d'Informazione e Educazione allo Sviluppo,Total DAC
CHA - Coordination of Humanitarian Assistance,Total DAC
Charitable Development Association,Total DAC
Charitable Society for Caring and Rehabilitation Iraqi Children,Total DAC
Charitable Society for Social Welfare,Total DAC
Charities Aid Foundation,Total DAC
Charity Palestinian NGO,Total DAC
CHF InterNational,Total DAC
Child Advocacy InterNational,Total DAC
Child Care Society,Total DAC
Child Rights Connect,Total DAC
ChildFund Ireland,Total DAC
Children Assistance Programme ,Total DAC
Children without Borders,Total DAC
Children's Aid Direct,Total DAC
Children's Fund of North Ossetia,Total DAC
Children's Relief,Total DAC
Child's Earth Society in Iraq,Total DAC
China Foundation for Poverty Alleviation,Total DAC
Chrétiens pour le Sahel,Total DAC
Christian Aid,Total DAC
Christian Aid-UK,Total DAC
Christian Blind Mission,Total DAC
Christian Care,Total DAC
Christian Children's Fund ,Total DAC
Christian Children's Fund  / Adventis Development And Relief Agency,Total DAC
Christian Children's Fund of Canada,Total DAC
"Christian Children's Fund, USA",Total DAC
Christian Commission for Development in Bangladesh,Total DAC
Christian Mission Aid,Total DAC
Christian Mission for Development,Total DAC
Christian Outreach Relief and Development,Total DAC
Christian Recovery and Development Agency,Total DAC
Christian Reformed World Relief Committee,Total DAC
Christian Relief Network,Total DAC
Christian Solidarity International,Total DAC
